"species","lifestage","habitatzone","habitattype","ecoregion","shapefile_name","pretty_name"
"graysnapper","adult","off","hb","er1","hb_off_er1","ER1 Offshore Hard Bottom"
"graysnapper","adult","off","hb","er2","hb_off_er2","ER2 Offshore Hard Bottom"
"graysnapper","adult","off","hb","er3","hb_off_er3","ER3 Offshore Hard Bottom"
"graysnapper","adult","off","hb","er4","hb_off_er4","ER4 Offshore Hard Bottom"
"graysnapper","adult","off","hb","er5","hb_off_er5","ER5 Offshore Hard Bottom"
"graysnapper","adult","off","sb","er1","sb_off_er1","ER1 Offshore Soft Bottom"
"graysnapper","adult","off","sb","er2","sb_off_er2","ER2 Offshore Soft Bottom"
"graysnapper","adult","off","sb","er3","sb_off_er3","ER3 Offshore Soft Bottom"
"graysnapper","adult","off","sb","er4","sb_off_er4","ER4 Offshore Soft Bottom"
"graysnapper","adult","off","sb","er5","sb_off_er5","ER5 Offshore Soft Bottom"
"graysnapper","adult","off","sand","er1","sand_off_er1","ER1 Offshore Sand"
"graysnapper","adult","off","sand","er2","sand_off_er2","ER2 Offshore Sand"
"graysnapper","adult","off","sand","er3","sand_off_er3","ER3 Offshore Sand"
"graysnapper","adult","off","sand","er4","sand_off_er4","ER4 Offshore Sand"
"graysnapper","adult","off","sand","er5","sand_off_er5","ER5 Offshore Sand"
"graysnapper","adult","off","reef","er1","reef_off_er1","ER1 Offshore Reef"
"graysnapper","adult","off","reef","er2","reef_off_er2","ER2 Offshore Reef"
"graysnapper","adult","off","reef","er3","reef_off_er3","ER3 Offshore Reef"
"graysnapper","adult","off","reef","er4","reef_off_er4","ER4 Offshore Reef"
"graysnapper","adult","off","reef","er5","reef_off_er5","ER5 Offshore Reef"
"graysnapper","adult","off","em","er1","em_off_er1","ER1 Offshore Emergent Marsh"
"graysnapper","adult","off","em","er2","em_off_er2","ER2 Offshore Emergent Marsh"
"graysnapper","adult","off","em","er3","em_off_er3","ER3 Offshore Emergent Marsh"
"graysnapper","adult","off","em","er4","em_off_er4","ER4 Offshore Emergent Marsh"
"graysnapper","adult","off","em","er5","em_off_er5","ER5 Offshore Emergent Marsh"
"graysnapper","spawningadult","near","reef","er1","reef_near_er1","ER1 Nearshore Reef"
"graysnapper","spawningadult","near","reef","er2","reef_near_er2","ER2 Nearshore Reef"
"graysnapper","spawningadult","near","reef","er3","reef_near_er3","ER3 Nearshore Reef"
"graysnapper","spawningadult","near","reef","er4","reef_near_er4","ER4 Nearshore Reef"
"graysnapper","spawningadult","near","reef","er5","reef_near_er5","ER5 Nearshore Reef"
"graysnapper","spawningadult","off","reef","er1","reef_off_er1","ER1 Offshore Reef"
"graysnapper","spawningadult","off","reef","er2","reef_off_er2","ER2 Offshore Reef"
"graysnapper","spawningadult","off","reef","er3","reef_off_er3","ER3 Offshore Reef"
"graysnapper","spawningadult","off","reef","er4","reef_off_er4","ER4 Offshore Reef"
"graysnapper","spawningadult","off","reef","er5","reef_off_er5","ER5 Offshore Reef"
"graytriggerfish","egg","near","wca","er1","wca_near_er1","ER1 Nearshore WCA"
"graytriggerfish","egg","near","wca","er2","wca_near_er2","ER2 Nearshore WCA"
"graytriggerfish","egg","near","wca","er3","wca_near_er3","ER3 Nearshore WCA"
"graytriggerfish","egg","near","wca","er4","wca_near_er4","ER4 Nearshore WCA"
"graytriggerfish","egg","near","wca","er5","wca_near_er5","ER5 Nearshore WCA"
"graytriggerfish","egg","near","reef","er1","reef_near_er1","ER1 Nearshore Reef"
"graytriggerfish","egg","near","reef","er2","reef_near_er2","ER2 Nearshore Reef"
"graytriggerfish","egg","near","reef","er3","reef_near_er3","ER3 Nearshore Reef"
"graytriggerfish","egg","near","reef","er4","reef_near_er4","ER4 Nearshore Reef"
"graytriggerfish","egg","near","reef","er5","reef_near_er5","ER5 Nearshore Reef"
"graytriggerfish","egg","off","wca","er1","wca_off_er1","ER1 Offshore WCA"
"graytriggerfish","egg","off","wca","er2","wca_off_er2","ER2 Offshore WCA"
"graytriggerfish","egg","off","wca","er3","wca_off_er3","ER3 Offshore WCA"
"graytriggerfish","egg","off","wca","er4","wca_off_er4","ER4 Offshore WCA"
"graytriggerfish","egg","off","wca","er5","wca_off_er5","ER5 Offshore WCA"
"graytriggerfish","egg","off","reef","er1","reef_off_er1","ER1 Offshore Reef"
"graytriggerfish","egg","off","reef","er2","reef_off_er2","ER2 Offshore Reef"
"graytriggerfish","egg","off","reef","er3","reef_off_er3","ER3 Offshore Reef"
"graytriggerfish","egg","off","reef","er4","reef_off_er4","ER4 Offshore Reef"
"graytriggerfish","egg","off","reef","er5","reef_off_er5","ER5 Offshore Reef"
"graytriggerfish","larvae","near","wca","er1","wca_near_er1","ER1 Nearshore WCA"
"graytriggerfish","larvae","near","wca","er2","wca_near_er2","ER2 Nearshore WCA"
"graytriggerfish","larvae","near","wca","er3","wca_near_er3","ER3 Nearshore WCA"
"graytriggerfish","larvae","near","wca","er4","wca_near_er4","ER4 Nearshore WCA"
"graytriggerfish","larvae","near","wca","er5","wca_near_er5","ER5 Nearshore WCA"
"graytriggerfish","larvae","off","wca","er1","wca_off_er1","ER1 Offshore WCA"
"graytriggerfish","larvae","off","wca","er2","wca_off_er2","ER2 Offshore WCA"
"graytriggerfish","larvae","off","wca","er3","wca_off_er3","ER3 Offshore WCA"
"graytriggerfish","larvae","off","wca","er4","wca_off_er4","ER4 Offshore WCA"
"graytriggerfish","larvae","off","wca","er5","wca_off_er5","ER5 Offshore WCA"
"graytriggerfish","larvae","est","wca","er1","wca_est_er1","ER1 Estuarine WCA"
"graytriggerfish","larvae","est","wca","er2","wca_est_er2","ER2 Estuarine WCA"
"graytriggerfish","larvae","est","wca","er3","wca_est_er3","ER3 Estuarine WCA"
"graytriggerfish","larvae","est","wca","er4","wca_est_er4","ER4 Estuarine WCA"
"graytriggerfish","larvae","est","wca","er5","wca_est_er5","ER5 Estuarine WCA"
"graytriggerfish","postlarvae","near","wca","er1","wca_near_er1","ER1 Nearshore WCA"
"graytriggerfish","postlarvae","near","wca","er2","wca_near_er2","ER2 Nearshore WCA"
"graytriggerfish","postlarvae","near","wca","er3","wca_near_er3","ER3 Nearshore WCA"
"graytriggerfish","postlarvae","near","wca","er4","wca_near_er4","ER4 Nearshore WCA"
"graytriggerfish","postlarvae","near","wca","er5","wca_near_er5","ER5 Nearshore WCA"
"graytriggerfish","postlarvae","off","wca","er1","wca_off_er1","ER1 Offshore WCA"
"graytriggerfish","postlarvae","off","wca","er2","wca_off_er2","ER2 Offshore WCA"
"graytriggerfish","postlarvae","off","wca","er3","wca_off_er3","ER3 Offshore WCA"
"graytriggerfish","postlarvae","off","wca","er4","wca_off_er4","ER4 Offshore WCA"
"graytriggerfish","postlarvae","off","wca","er5","wca_off_er5","ER5 Offshore WCA"
"graytriggerfish","postlarvae","est","wca","er1","wca_est_er1","ER1 Estuarine WCA"
"graytriggerfish","postlarvae","est","wca","er2","wca_est_er2","ER2 Estuarine WCA"
"graytriggerfish","postlarvae","est","wca","er3","wca_est_er3","ER3 Estuarine WCA"
"graytriggerfish","postlarvae","est","wca","er4","wca_est_er4","ER4 Estuarine WCA"
"graytriggerfish","postlarvae","est","wca","er5","wca_est_er5","ER5 Estuarine WCA"
"graytriggerfish","earlyjuvenile","near","mangrove","er1","mangrove_near_er1","ER1 Nearshore Mangrove"
"graytriggerfish","earlyjuvenile","near","mangrove","er2","mangrove_near_er2","ER2 Nearshore Mangrove"
"graytriggerfish","earlyjuvenile","near","mangrove","er3","mangrove_near_er3","ER3 Nearshore Mangrove"
"graytriggerfish","earlyjuvenile","near","mangrove","er4","mangrove_near_er4","ER4 Nearshore Mangrove"
"graytriggerfish","earlyjuvenile","near","mangrove","er5","mangrove_near_er5","ER5 Nearshore Mangrove"
"graytriggerfish","earlyjuvenile","off","mangrove","er1","mangrove_off_er1","ER1 Offshore Mangrove"
"graytriggerfish","earlyjuvenile","off","mangrove","er2","mangrove_off_er2","ER2 Offshore Mangrove"
"graytriggerfish","earlyjuvenile","off","mangrove","er3","mangrove_off_er3","ER3 Offshore Mangrove"
"graytriggerfish","earlyjuvenile","off","mangrove","er4","mangrove_off_er4","ER4 Offshore Mangrove"
"graytriggerfish","earlyjuvenile","off","mangrove","er5","mangrove_off_er5","ER5 Offshore Mangrove"
"graytriggerfish","latejuvenile","near","mangrove","er1","mangrove_near_er1","ER1 Nearshore Mangrove"
"graytriggerfish","latejuvenile","near","mangrove","er2","mangrove_near_er2","ER2 Nearshore Mangrove"
"graytriggerfish","latejuvenile","near","mangrove","er3","mangrove_near_er3","ER3 Nearshore Mangrove"
"graytriggerfish","latejuvenile","near","mangrove","er4","mangrove_near_er4","ER4 Nearshore Mangrove"
"graytriggerfish","latejuvenile","near","mangrove","er5","mangrove_near_er5","ER5 Nearshore Mangrove"
"graytriggerfish","latejuvenile","near","reef","er1","reef_near_er1","ER1 Nearshore Reef"
"graytriggerfish","latejuvenile","near","reef","er2","reef_near_er2","ER2 Nearshore Reef"
"graytriggerfish","latejuvenile","near","reef","er3","reef_near_er3","ER3 Nearshore Reef"
"graytriggerfish","latejuvenile","near","reef","er4","reef_near_er4","ER4 Nearshore Reef"
"graytriggerfish","latejuvenile","near","reef","er5","reef_near_er5","ER5 Nearshore Reef"
"graytriggerfish","latejuvenile","off","mangrove","er1","mangrove_off_er1","ER1 Offshore Mangrove"
"graytriggerfish","latejuvenile","off","mangrove","er2","mangrove_off_er2","ER2 Offshore Mangrove"
"graytriggerfish","latejuvenile","off","mangrove","er3","mangrove_off_er3","ER3 Offshore Mangrove"
"graytriggerfish","latejuvenile","off","mangrove","er4","mangrove_off_er4","ER4 Offshore Mangrove"
"graytriggerfish","latejuvenile","off","mangrove","er5","mangrove_off_er5","ER5 Offshore Mangrove"
"graytriggerfish","latejuvenile","off","reef","er1","reef_off_er1","ER1 Offshore Reef"
"graytriggerfish","latejuvenile","off","reef","er2","reef_off_er2","ER2 Offshore Reef"
"graytriggerfish","latejuvenile","off","reef","er3","reef_off_er3","ER3 Offshore Reef"
"graytriggerfish","latejuvenile","off","reef","er4","reef_off_er4","ER4 Offshore Reef"
"graytriggerfish","latejuvenile","off","reef","er5","reef_off_er5","ER5 Offshore Reef"
"graytriggerfish","adult","near","reef","er1","reef_near_er1","ER1 Nearshore Reef"
"graytriggerfish","adult","near","reef","er2","reef_near_er2","ER2 Nearshore Reef"
"graytriggerfish","adult","near","reef","er3","reef_near_er3","ER3 Nearshore Reef"
"graytriggerfish","adult","near","reef","er4","reef_near_er4","ER4 Nearshore Reef"
"graytriggerfish","adult","near","reef","er5","reef_near_er5","ER5 Nearshore Reef"
"graytriggerfish","adult","off","reef","er1","reef_off_er1","ER1 Offshore Reef"
"graytriggerfish","adult","off","reef","er2","reef_off_er2","ER2 Offshore Reef"
"graytriggerfish","adult","off","reef","er3","reef_off_er3","ER3 Offshore Reef"
"graytriggerfish","adult","off","reef","er4","reef_off_er4","ER4 Offshore Reef"
"graytriggerfish","adult","off","reef","er5","reef_off_er5","ER5 Offshore Reef"
"graytriggerfish","spawningadult","near","reef","er1","reef_near_er1","ER1 Nearshore Reef"
"graytriggerfish","spawningadult","near","reef","er2","reef_near_er2","ER2 Nearshore Reef"
"graytriggerfish","spawningadult","near","reef","er3","reef_near_er3","ER3 Nearshore Reef"
"graytriggerfish","spawningadult","near","reef","er4","reef_near_er4","ER4 Nearshore Reef"
"graytriggerfish","spawningadult","near","reef","er5","reef_near_er5","ER5 Nearshore Reef"
"graytriggerfish","spawningadult","off","reef","er1","reef_off_er1","ER1 Offshore Reef"
"graytriggerfish","spawningadult","off","reef","er2","reef_off_er2","ER2 Offshore Reef"
"graytriggerfish","spawningadult","off","reef","er3","reef_off_er3","ER3 Offshore Reef"
"graytriggerfish","spawningadult","off","reef","er4","reef_off_er4","ER4 Offshore Reef"
"graytriggerfish","spawningadult","off","reef","er5","reef_off_er5","ER5 Offshore Reef"
"greateramberjack","egg","off","wca","er1","wca_off_er1","ER1 Offshore WCA"
"greateramberjack","egg","off","wca","er2","wca_off_er2","ER2 Offshore WCA"
"greateramberjack","egg","off","wca","er3","wca_off_er3","ER3 Offshore WCA"
"greateramberjack","egg","off","wca","er4","wca_off_er4","ER4 Offshore WCA"
"greateramberjack","egg","off","wca","er5","wca_off_er5","ER5 Offshore WCA"
"greateramberjack","larvae","off","wca","er1","wca_off_er1","ER1 Offshore WCA"
"greateramberjack","larvae","off","wca","er2","wca_off_er2","ER2 Offshore WCA"
"greateramberjack","larvae","off","wca","er3","wca_off_er3","ER3 Offshore WCA"
"greateramberjack","larvae","off","wca","er4","wca_off_er4","ER4 Offshore WCA"
"greateramberjack","larvae","off","wca","er5","wca_off_er5","ER5 Offshore WCA"
"greateramberjack","postlarvae","off","wca","er1","wca_off_er1","ER1 Offshore WCA"
"greateramberjack","postlarvae","off","wca","er2","wca_off_er2","ER2 Offshore WCA"
"greateramberjack","postlarvae","off","wca","er3","wca_off_er3","ER3 Offshore WCA"
"greateramberjack","postlarvae","off","wca","er4","wca_off_er4","ER4 Offshore WCA"
"greateramberjack","postlarvae","off","wca","er5","wca_off_er5","ER5 Offshore WCA"
"greateramberjack","earlyjuvenile","near","wca","er1","wca_near_er1","ER1 Nearshore WCA"
"greateramberjack","earlyjuvenile","near","wca","er2","wca_near_er2","ER2 Nearshore WCA"
"greateramberjack","earlyjuvenile","near","wca","er3","wca_near_er3","ER3 Nearshore WCA"
"greateramberjack","earlyjuvenile","near","wca","er4","wca_near_er4","ER4 Nearshore WCA"
"greateramberjack","earlyjuvenile","near","wca","er5","wca_near_er5","ER5 Nearshore WCA"
"greateramberjack","earlyjuvenile","off","wca","er1","wca_off_er1","ER1 Offshore WCA"
"greateramberjack","earlyjuvenile","off","wca","er2","wca_off_er2","ER2 Offshore WCA"
"greateramberjack","earlyjuvenile","off","wca","er3","wca_off_er3","ER3 Offshore WCA"
"greateramberjack","earlyjuvenile","off","wca","er4","wca_off_er4","ER4 Offshore WCA"
"greateramberjack","earlyjuvenile","off","wca","er5","wca_off_er5","ER5 Offshore WCA"
"greateramberjack","latejuvenile","near","wca","er1","wca_near_er1","ER1 Nearshore WCA"
"greateramberjack","latejuvenile","near","wca","er2","wca_near_er2","ER2 Nearshore WCA"
"greateramberjack","latejuvenile","near","wca","er3","wca_near_er3","ER3 Nearshore WCA"
"greateramberjack","latejuvenile","near","wca","er4","wca_near_er4","ER4 Nearshore WCA"
"greateramberjack","latejuvenile","near","wca","er5","wca_near_er5","ER5 Nearshore WCA"
"greateramberjack","latejuvenile","near","hb","er1","hb_near_er1","ER1 Nearshore Hard Bottom"
"greateramberjack","latejuvenile","near","hb","er2","hb_near_er2","ER2 Nearshore Hard Bottom"
"greateramberjack","latejuvenile","near","hb","er3","hb_near_er3","ER3 Nearshore Hard Bottom"
"greateramberjack","latejuvenile","near","hb","er4","hb_near_er4","ER4 Nearshore Hard Bottom"
"greateramberjack","latejuvenile","near","hb","er5","hb_near_er5","ER5 Nearshore Hard Bottom"
"greateramberjack","latejuvenile","off","wca","er1","wca_off_er1","ER1 Offshore WCA"
"greateramberjack","latejuvenile","off","wca","er2","wca_off_er2","ER2 Offshore WCA"
"greateramberjack","latejuvenile","off","wca","er3","wca_off_er3","ER3 Offshore WCA"
"greateramberjack","latejuvenile","off","wca","er4","wca_off_er4","ER4 Offshore WCA"
"greateramberjack","latejuvenile","off","wca","er5","wca_off_er5","ER5 Offshore WCA"
"greateramberjack","latejuvenile","off","hb","er1","hb_off_er1","ER1 Offshore Hard Bottom"
"greateramberjack","latejuvenile","off","hb","er2","hb_off_er2","ER2 Offshore Hard Bottom"
"greateramberjack","latejuvenile","off","hb","er3","hb_off_er3","ER3 Offshore Hard Bottom"
"greateramberjack","latejuvenile","off","hb","er4","hb_off_er4","ER4 Offshore Hard Bottom"
"greateramberjack","latejuvenile","off","hb","er5","hb_off_er5","ER5 Offshore Hard Bottom"
"greateramberjack","adult","near","wca","er1","wca_near_er1","ER1 Nearshore WCA"
"greateramberjack","adult","near","wca","er2","wca_near_er2","ER2 Nearshore WCA"
"greateramberjack","adult","near","wca","er3","wca_near_er3","ER3 Nearshore WCA"
"greateramberjack","adult","near","wca","er4","wca_near_er4","ER4 Nearshore WCA"
"greateramberjack","adult","near","wca","er5","wca_near_er5","ER5 Nearshore WCA"
"greateramberjack","adult","near","hb","er1","hb_near_er1","ER1 Nearshore Hard Bottom"
"greateramberjack","adult","near","hb","er2","hb_near_er2","ER2 Nearshore Hard Bottom"
"greateramberjack","adult","near","hb","er3","hb_near_er3","ER3 Nearshore Hard Bottom"
"greateramberjack","adult","near","hb","er4","hb_near_er4","ER4 Nearshore Hard Bottom"
"greateramberjack","adult","near","hb","er5","hb_near_er5","ER5 Nearshore Hard Bottom"
"greateramberjack","adult","near","reef","er1","reef_near_er1","ER1 Nearshore Reef"
"greateramberjack","adult","near","reef","er2","reef_near_er2","ER2 Nearshore Reef"
"greateramberjack","adult","near","reef","er3","reef_near_er3","ER3 Nearshore Reef"
"greateramberjack","adult","near","reef","er4","reef_near_er4","ER4 Nearshore Reef"
"greateramberjack","adult","near","reef","er5","reef_near_er5","ER5 Nearshore Reef"
"greateramberjack","adult","off","wca","er1","wca_off_er1","ER1 Offshore WCA"
"greateramberjack","adult","off","wca","er2","wca_off_er2","ER2 Offshore WCA"
"greateramberjack","adult","off","wca","er3","wca_off_er3","ER3 Offshore WCA"
"greateramberjack","adult","off","wca","er4","wca_off_er4","ER4 Offshore WCA"
"greateramberjack","adult","off","wca","er5","wca_off_er5","ER5 Offshore WCA"
"greateramberjack","adult","off","hb","er1","hb_off_er1","ER1 Offshore Hard Bottom"
"greateramberjack","adult","off","hb","er2","hb_off_er2","ER2 Offshore Hard Bottom"
"greateramberjack","adult","off","hb","er3","hb_off_er3","ER3 Offshore Hard Bottom"
"greateramberjack","adult","off","hb","er4","hb_off_er4","ER4 Offshore Hard Bottom"
"greateramberjack","adult","off","hb","er5","hb_off_er5","ER5 Offshore Hard Bottom"
"greateramberjack","adult","off","reef","er1","reef_off_er1","ER1 Offshore Reef"
"greateramberjack","adult","off","reef","er2","reef_off_er2","ER2 Offshore Reef"
"greateramberjack","adult","off","reef","er3","reef_off_er3","ER3 Offshore Reef"
"greateramberjack","adult","off","reef","er4","reef_off_er4","ER4 Offshore Reef"
"greateramberjack","adult","off","reef","er5","reef_off_er5","ER5 Offshore Reef"
"greateramberjack","spawningadult","off","wca","er1","wca_off_er1","ER1 Offshore WCA"
"greateramberjack","spawningadult","off","wca","er2","wca_off_er2","ER2 Offshore WCA"
"greateramberjack","spawningadult","off","wca","er3","wca_off_er3","ER3 Offshore WCA"
"greateramberjack","spawningadult","off","wca","er4","wca_off_er4","ER4 Offshore WCA"
"greateramberjack","spawningadult","off","wca","er5","wca_off_er5","ER5 Offshore WCA"
"greateramberjack","spawningadult","off","reef","er1","reef_off_er1","ER1 Offshore Reef"
"greateramberjack","spawningadult","off","reef","er2","reef_off_er2","ER2 Offshore Reef"
"greateramberjack","spawningadult","off","reef","er3","reef_off_er3","ER3 Offshore Reef"
"greateramberjack","spawningadult","off","reef","er4","reef_off_er4","ER4 Offshore Reef"
"greateramberjack","spawningadult","off","reef","er5","reef_off_er5","ER5 Offshore Reef"
"hogfish","egg","off","wca","er1","wca_off_er1","ER1 Offshore WCA"
"hogfish","egg","off","wca","er2","wca_off_er2","ER2 Offshore WCA"
"hogfish","larvae","off","wca","er1","wca_off_er1","ER1 Offshore WCA"
"hogfish","larvae","off","wca","er2","wca_off_er2","ER2 Offshore WCA"
"hogfish","postlarvae","off","wca","er1","wca_off_er1","ER1 Offshore WCA"
"hogfish","postlarvae","off","wca","er2","wca_off_er2","ER2 Offshore WCA"
"hogfish","earlyjuvenile","est","sav","er1","sav_est_er1","ER1 Estuarine SAV"
"hogfish","earlyjuvenile","est","sav","er2","sav_est_er2","ER2 Estuarine SAV"
"hogfish","earlyjuvenile","est","reef","er1","reef_est_er1","ER1 Estuarine Reef"
"hogfish","earlyjuvenile","est","reef","er2","reef_est_er2","ER2 Estuarine Reef"
"hogfish","earlyjuvenile","near","sav","er1","sav_near_er1","ER1 Nearshore SAV"
"hogfish","earlyjuvenile","near","sav","er2","sav_near_er2","ER2 Nearshore SAV"
"hogfish","earlyjuvenile","near","reef","er1","reef_near_er1","ER1 Nearshore Reef"
"hogfish","earlyjuvenile","near","reef","er2","reef_near_er2","ER2 Nearshore Reef"
"hogfish","latejuvenile","est","sav","er1","sav_est_er1","ER1 Estuarine SAV"
"hogfish","latejuvenile","est","sav","er2","sav_est_er2","ER2 Estuarine SAV"
"hogfish","latejuvenile","est","reef","er1","reef_est_er1","ER1 Estuarine Reef"
"hogfish","latejuvenile","est","reef","er2","reef_est_er2","ER2 Estuarine Reef"
"hogfish","latejuvenile","near","sav","er1","sav_near_er1","ER1 Nearshore SAV"
"hogfish","latejuvenile","near","sav","er2","sav_near_er2","ER2 Nearshore SAV"
"hogfish","latejuvenile","near","reef","er1","reef_near_er1","ER1 Nearshore Reef"
"hogfish","latejuvenile","near","reef","er2","reef_near_er2","ER2 Nearshore Reef"
"hogfish","adult","near","hb","er1","hb_near_er1","ER1 Nearshore Hard Bottom"
"hogfish","adult","near","hb","er2","hb_near_er2","ER2 Nearshore Hard Bottom"
"hogfish","adult","near","reef","er1","reef_near_er1","ER1 Nearshore Reef"
"hogfish","adult","near","reef","er2","reef_near_er2","ER2 Nearshore Reef"
"hogfish","adult","off","hb","er1","hb_off_er1","ER1 Offshore Hard Bottom"
"hogfish","adult","off","hb","er2","hb_off_er2","ER2 Offshore Hard Bottom"
"hogfish","adult","off","reef","er1","reef_off_er1","ER1 Offshore Reef"
"hogfish","adult","off","reef","er2","reef_off_er2","ER2 Offshore Reef"
"hogfish","spawningadult","near","hb","er1","hb_near_er1","ER1 Nearshore Hard Bottom"
"hogfish","spawningadult","near","hb","er2","hb_near_er2","ER2 Nearshore Hard Bottom"
"hogfish","spawningadult","near","reef","er1","reef_near_er1","ER1 Nearshore Reef"
"hogfish","spawningadult","near","reef","er2","reef_near_er2","ER2 Nearshore Reef"
"hogfish","spawningadult","near","sand","er1","sand_near_er1","ER1 Nearshore Sand"
"hogfish","spawningadult","near","sand","er2","sand_near_er2","ER2 Nearshore Sand"
"hogfish","spawningadult","off","hb","er1","hb_off_er1","ER1 Offshore Hard Bottom"
"hogfish","spawningadult","off","hb","er2","hb_off_er2","ER2 Offshore Hard Bottom"
"hogfish","spawningadult","off","reef","er1","reef_off_er1","ER1 Offshore Reef"
"hogfish","spawningadult","off","reef","er2","reef_off_er2","ER2 Offshore Reef"
"hogfish","spawningadult","off","sand","er1","sand_off_er1","ER1 Offshore Sand"
"hogfish","spawningadult","off","sand","er2","sand_off_er2","ER2 Offshore Sand"
"kingmackerel","egg","off","wca","er1","wca_off_er1","ER1 Offshore WCA"
"kingmackerel","egg","off","wca","er2","wca_off_er2","ER2 Offshore WCA"
"kingmackerel","egg","off","wca","er3","wca_off_er3","ER3 Offshore WCA"
"kingmackerel","egg","off","wca","er4","wca_off_er4","ER4 Offshore WCA"
"kingmackerel","egg","off","wca","er5","wca_off_er5","ER5 Offshore WCA"
"kingmackerel","larvae","off","wca","er1","wca_off_er1","ER1 Offshore WCA"
"kingmackerel","larvae","off","wca","er2","wca_off_er2","ER2 Offshore WCA"
"kingmackerel","larvae","off","wca","er3","wca_off_er3","ER3 Offshore WCA"
"kingmackerel","larvae","off","wca","er4","wca_off_er4","ER4 Offshore WCA"
"kingmackerel","larvae","off","wca","er5","wca_off_er5","ER5 Offshore WCA"
"kingmackerel","postlarvae","","","","",""
"kingmackerel","earlyjuvenile","near","wca","er3","wca_near_er3","ER3 Nearshore WCA"
"kingmackerel","earlyjuvenile","near","wca","er4","wca_near_er4","ER4 Nearshore WCA"
"kingmackerel","earlyjuvenile","near","wca","er5","wca_near_er5","ER5 Nearshore WCA"
"kingmackerel","earlyjuvenile","off","wca","er3","wca_off_er3","ER3 Offshore WCA"
"kingmackerel","earlyjuvenile","off","wca","er4","wca_off_er4","ER4 Offshore WCA"
"kingmackerel","earlyjuvenile","off","wca","er5","wca_off_er5","ER5 Offshore WCA"
"kingmackerel","latejuvenile","near","wca","er3","wca_near_er3","ER3 Nearshore WCA"
"kingmackerel","latejuvenile","near","wca","er4","wca_near_er4","ER4 Nearshore WCA"
"kingmackerel","latejuvenile","near","wca","er5","wca_near_er5","ER5 Nearshore WCA"
"kingmackerel","latejuvenile","off","wca","er3","wca_off_er3","ER3 Offshore WCA"
"kingmackerel","latejuvenile","off","wca","er4","wca_off_er4","ER4 Offshore WCA"
"kingmackerel","latejuvenile","off","wca","er5","wca_off_er5","ER5 Offshore WCA"
"kingmackerel","adult","near","wca","er1","wca_near_er1","ER1 Nearshore WCA"
"kingmackerel","adult","near","wca","er2","wca_near_er2","ER2 Nearshore WCA"
"kingmackerel","adult","near","wca","er3","wca_near_er3","ER3 Nearshore WCA"
"kingmackerel","adult","near","wca","er4","wca_near_er4","ER4 Nearshore WCA"
"kingmackerel","adult","near","wca","er5","wca_near_er5","ER5 Nearshore WCA"
"kingmackerel","adult","off","wca","er1","wca_off_er1","ER1 Offshore WCA"
"kingmackerel","adult","off","wca","er2","wca_off_er2","ER2 Offshore WCA"
"kingmackerel","adult","off","wca","er3","wca_off_er3","ER3 Offshore WCA"
"kingmackerel","adult","off","wca","er4","wca_off_er4","ER4 Offshore WCA"
"kingmackerel","adult","off","wca","er5","wca_off_er5","ER5 Offshore WCA"
"kingmackerel","spawningadult","off","wca","er3","wca_off_er3","ER3 Offshore WCA"
"kingmackerel","spawningadult","off","wca","er4","wca_off_er4","ER4 Offshore WCA"
"kingmackerel","spawningadult","off","wca","er5","wca_off_er5","ER5 Offshore WCA"
"lanesnapper","egg","off","wca","er1","wca_off_er1","ER1 Offshore WCA"
"lanesnapper","egg","off","wca","er2","wca_off_er2","ER2 Offshore WCA"
"lanesnapper","egg","off","wca","er3","wca_off_er3","ER3 Offshore WCA"
"lanesnapper","egg","off","wca","er4","wca_off_er4","ER4 Offshore WCA"
"lanesnapper","egg","off","wca","er5","wca_off_er5","ER5 Offshore WCA"
"lanesnapper","larvae","est","wca","er1","wca_est_er1","ER1 Estuarine WCA"
"lanesnapper","larvae","est","wca","er2","wca_est_er2","ER2 Estuarine WCA"
"lanesnapper","larvae","est","wca","er3","wca_est_er3","ER3 Estuarine WCA"
"lanesnapper","larvae","est","wca","er4","wca_est_er4","ER4 Estuarine WCA"
"lanesnapper","larvae","est","wca","er5","wca_est_er5","ER5 Estuarine WCA"
"lanesnapper","larvae","near","wca","er1","wca_near_er1","ER1 Nearshore WCA"
"lanesnapper","larvae","near","wca","er2","wca_near_er2","ER2 Nearshore WCA"
"lanesnapper","larvae","near","wca","er3","wca_near_er3","ER3 Nearshore WCA"
"lanesnapper","larvae","near","wca","er4","wca_near_er4","ER4 Nearshore WCA"
"lanesnapper","larvae","near","wca","er5","wca_near_er5","ER5 Nearshore WCA"
"lanesnapper","larvae","off","wca","er1","wca_off_er1","ER1 Offshore WCA"
"lanesnapper","larvae","off","wca","er2","wca_off_er2","ER2 Offshore WCA"
"lanesnapper","larvae","off","wca","er3","wca_off_er3","ER3 Offshore WCA"
"lanesnapper","larvae","off","wca","er4","wca_off_er4","ER4 Offshore WCA"
"lanesnapper","larvae","off","wca","er5","wca_off_er5","ER5 Offshore WCA"
"lanesnapper","postlarvae","est","wca","er1","wca_est_er1","ER1 Estuarine WCA"
"lanesnapper","postlarvae","est","wca","er2","wca_est_er2","ER2 Estuarine WCA"
"lanesnapper","postlarvae","est","wca","er3","wca_est_er3","ER3 Estuarine WCA"
"lanesnapper","postlarvae","est","wca","er4","wca_est_er4","ER4 Estuarine WCA"
