species,lifestage,habitatzone,habitattype,ecoregion,shapefile_name,pretty_name
blackgrouper,latejuvenile,off,mangrove,er2,mangrove_off_er2,ER2 Offshore Mangrove
blackgrouper,adult,near,hb,er1,hb_near_er1,ER1 Nearshore Hard Bottom
blackgrouper,adult,near,hb,er2,hb_near_er2,ER2 Nearshore Hard Bottom
blackgrouper,adult,off,hb,er1,hb_off_er1,ER1 Offshore Hard Bottom
blackgrouper,adult,off,hb,er2,hb_off_er2,ER2 Offshore Hard Bottom
blackgrouper,spawningadult,off,hb,er1,hb_off_er1,ER1 Offshore Hard Bottom
blackgrouper,spawningadult,off,hb,er2,hb_off_er2,ER2 Offshore Hard Bottom
blackgrouper,spawningadult,off,shelf,er1,shelf_off_er1,ER1 Offshore Shelf/Slope Edge
blackgrouper,spawningadult,off,shelf,er2,shelf_off_er2,ER2 Offshore Shelf/Slope Edge
bluelinetilefish,egg,,,,,
bluelinetilefish,larvae,,,,,
bluelinetilefish,postlarvae,,,,,
bluelinetilefish,earlyjuvenile,,,,,
bluelinetilefish,latejuvenile,,,,,
bluelinetilefish,adult,off,hb,er1,hb_off_er1,ER1 Offshore Hard Bottom
bluelinetilefish,adult,off,hb,er2,hb_off_er2,ER2 Offshore Hard Bottom
bluelinetilefish,adult,off,sb,er1,sb_off_er1,ER1 Offshore Soft Bottom
bluelinetilefish,adult,off,sb,er2,sb_off_er2,ER2 Offshore Soft Bottom
bluelinetilefish,adult,off,shelf,er1,shelf_off_er1,ER1 Offshore Shelf/Slope Edge
bluelinetilefish,adult,off,shelf,er2,shelf_off_er2,ER2 Offshore Shelf/Slope Edge
bluelinetilefish,spawningadult,off,shelf,er1,shelf_off_er1,ER1 Offshore Shelf/Slope Edge
bluelinetilefish,spawningadult,off,shelf,er2,shelf_off_er2,ER2 Offshore Shelf/Slope Edge
brownshrimp,egg,off,sb,er3,sb_off_er3,ER3 Offshore Soft Bottom
brownshrimp,egg,off,sb,er4,sb_off_er4,ER4 Offshore Soft Bottom
brownshrimp,egg,off,sb,er5,sb_off_er5,ER5 Offshore Soft Bottom
brownshrimp,larvae,,,,,
brownshrimp,postlarvae,est,sav,er3,sav_est_er3,ER3 Estuarine SAV
brownshrimp,postlarvae,est,sav,er4,sav_est_er4,ER4 Estuarine SAV
brownshrimp,postlarvae,est,sav,er5,sav_est_er5,ER5 Estuarine SAV
brownshrimp,postlarvae,est,em,er3,em_est_er3,ER3 Estuarine Emergent Marsh
brownshrimp,postlarvae,est,em,er4,em_est_er4,ER4 Estuarine Emergent Marsh
brownshrimp,postlarvae,est,em,er5,em_est_er5,ER5 Estuarine Emergent Marsh
brownshrimp,postlarvae,est,oyster,er3,oyster_est_er3,ER3 Estuarine Oyster Reef
brownshrimp,postlarvae,est,oyster,er4,oyster_est_er4,ER4 Estuarine Oyster Reef
brownshrimp,postlarvae,est,oyster,er5,oyster_est_er5,ER5 Estuarine Oyster Reef
brownshrimp,postlarvae,est,sb,er3,sb_est_er3,ER3 Estuarine Soft Bottom
brownshrimp,postlarvae,est,sb,er4,sb_est_er4,ER4 Estuarine Soft Bottom
brownshrimp,postlarvae,est,sb,er5,sb_est_er5,ER5 Estuarine Soft Bottom
brownshrimp,earlyjuvenile,est,sav,er3,sav_est_er3,ER3 Estuarine SAV
brownshrimp,earlyjuvenile,est,sav,er4,sav_est_er4,ER4 Estuarine SAV
brownshrimp,earlyjuvenile,est,sav,er5,sav_est_er5,ER5 Estuarine SAV
brownshrimp,earlyjuvenile,est,em,er3,em_est_er3,ER3 Estuarine Emergent Marsh
brownshrimp,earlyjuvenile,est,em,er4,em_est_er4,ER4 Estuarine Emergent Marsh
brownshrimp,earlyjuvenile,est,em,er5,em_est_er5,ER5 Estuarine Emergent Marsh
brownshrimp,earlyjuvenile,est,oyster,er3,oyster_est_er3,ER3 Estuarine Oyster Reef
brownshrimp,earlyjuvenile,est,oyster,er4,oyster_est_er4,ER4 Estuarine Oyster Reef
brownshrimp,earlyjuvenile,est,oyster,er5,oyster_est_er5,ER5 Estuarine Oyster Reef
brownshrimp,earlyjuvenile,est,sb,er3,sb_est_er3,ER3 Estuarine Soft Bottom
brownshrimp,earlyjuvenile,est,sb,er4,sb_est_er4,ER4 Estuarine Soft Bottom
brownshrimp,earlyjuvenile,est,sb,er5,sb_est_er5,ER5 Estuarine Soft Bottom
brownshrimp,latejuvenile,est,sav,er3,sav_est_er3,ER3 Estuarine SAV
brownshrimp,latejuvenile,est,sav,er4,sav_est_er4,ER4 Estuarine SAV
brownshrimp,latejuvenile,est,sav,er5,sav_est_er5,ER5 Estuarine SAV
brownshrimp,latejuvenile,est,em,er3,em_est_er3,ER3 Estuarine Emergent Marsh
brownshrimp,latejuvenile,est,em,er4,em_est_er4,ER4 Estuarine Emergent Marsh
brownshrimp,latejuvenile,est,em,er5,em_est_er5,ER5 Estuarine Emergent Marsh
brownshrimp,latejuvenile,est,oyster,er3,oyster_est_er3,ER3 Estuarine Oyster Reef
brownshrimp,latejuvenile,est,oyster,er4,oyster_est_er4,ER4 Estuarine Oyster Reef
brownshrimp,latejuvenile,est,oyster,er5,oyster_est_er5,ER5 Estuarine Oyster Reef
brownshrimp,latejuvenile,est,sb,er3,sb_est_er3,ER3 Estuarine Soft Bottom
brownshrimp,latejuvenile,est,sb,er4,sb_est_er4,ER4 Estuarine Soft Bottom
brownshrimp,latejuvenile,est,sb,er5,sb_est_er5,ER5 Estuarine Soft Bottom
brownshrimp,adult,off,sb,er1,sb_off_er1,ER1 Offshore Soft Bottom
brownshrimp,adult,off,sb,er2,sb_off_er2,ER2 Offshore Soft Bottom
brownshrimp,adult,off,sb,er3,sb_off_er3,ER3 Offshore Soft Bottom
brownshrimp,adult,off,sb,er4,sb_off_er4,ER4 Offshore Soft Bottom
brownshrimp,adult,off,sb,er5,sb_off_er5,ER5 Offshore Soft Bottom
brownshrimp,adult,off,mangrove,er1,mangrove_off_er1,ER1 Offshore Mangrove
brownshrimp,adult,off,mangrove,er2,mangrove_off_er2,ER2 Offshore Mangrove
brownshrimp,adult,off,mangrove,er3,mangrove_off_er3,ER3 Offshore Mangrove
brownshrimp,adult,off,mangrove,er4,mangrove_off_er4,ER4 Offshore Mangrove
brownshrimp,adult,off,mangrove,er5,mangrove_off_er5,ER5 Offshore Mangrove
brownshrimp,adult,off,sand,er1,sand_off_er1,ER1 Offshore Sand
brownshrimp,adult,off,sand,er2,sand_off_er2,ER2 Offshore Sand
brownshrimp,adult,off,sand,er3,sand_off_er3,ER3 Offshore Sand
brownshrimp,adult,off,sand,er4,sand_off_er4,ER4 Offshore Sand
brownshrimp,adult,off,sand,er5,sand_off_er5,ER5 Offshore Sand
brownshrimp,spawningadult,off,sb,er3,sb_off_er3,ER3 Offshore Soft Bottom
brownshrimp,spawningadult,off,sb,er4,sb_off_er4,ER4 Offshore Soft Bottom
brownshrimp,spawningadult,off,sb,er5,sb_off_er5,ER5 Offshore Soft Bottom
brownshrimp,spawningadult,off,mangrove,er3,mangrove_off_er3,ER3 Offshore Mangrove
brownshrimp,spawningadult,off,mangrove,er4,mangrove_off_er4,ER4 Offshore Mangrove
brownshrimp,spawningadult,off,mangrove,er5,mangrove_off_er5,ER5 Offshore Mangrove
brownshrimp,spawningadult,off,sand,er3,sand_off_er3,ER3 Offshore Sand
brownshrimp,spawningadult,off,sand,er4,sand_off_er4,ER4 Offshore Sand
brownshrimp,spawningadult,off,sand,er5,sand_off_er5,ER5 Offshore Sand
cobia,egg,,,,,
cobia,larvae,,,,,
cobia,postlarvae,,,,,
cobia,earlyjuvenile,,,,,
cobia,latejuvenile,,,,,
cobia,adult,near,shelf,er1,shelf_near_er1,ER1 Nearshore Shelf/Slope Edge
cobia,adult,near,shelf,er2,shelf_near_er2,ER2 Nearshore Shelf/Slope Edge
cobia,adult,near,shelf,er3,shelf_near_er3,ER3 Nearshore Shelf/Slope Edge
cobia,adult,near,shelf,er4,shelf_near_er4,ER4 Nearshore Shelf/Slope Edge
cobia,adult,near,shelf,er5,shelf_near_er5,ER5 Nearshore Shelf/Slope Edge
cobia,adult,off,shelf,er1,shelf_off_er1,ER1 Offshore Shelf/Slope Edge
cobia,adult,off,shelf,er2,shelf_off_er2,ER2 Offshore Shelf/Slope Edge
cobia,adult,off,shelf,er3,shelf_off_er3,ER3 Offshore Shelf/Slope Edge
cobia,adult,off,shelf,er4,shelf_off_er4,ER4 Offshore Shelf/Slope Edge
cobia,adult,off,shelf,er5,shelf_off_er5,ER5 Offshore Shelf/Slope Edge
cobia,spawningadult,,,,,
cuberasnapper,egg,,,,,
cuberasnapper,larvae,,,,,
cuberasnapper,postlarvae,,,,,
cuberasnapper,earlyjuvenile,est,sav,er1,sav_est_er1,ER1 Estuarine SAV
cuberasnapper,earlyjuvenile,est,mangrove,er1,mangrove_est_er1,ER1 Estuarine Mangrove
cuberasnapper,earlyjuvenile,est,em,er1,em_est_er1,ER1 Estuarine Emergent Marsh
cuberasnapper,earlyjuvenile,near,sav,er1,sav_near_er1,ER1 Nearshore SAV
cuberasnapper,earlyjuvenile,near,mangrove,er1,mangrove_near_er1,ER1 Nearshore Mangrove
cuberasnapper,earlyjuvenile,near,em,er1,em_near_er1,ER1 Nearshore Emergent Marsh
cuberasnapper,earlyjuvenile,off,sav,er1,sav_off_er1,ER1 Offshore SAV
cuberasnapper,earlyjuvenile,off,mangrove,er1,mangrove_off_er1,ER1 Offshore Mangrove
cuberasnapper,earlyjuvenile,off,em,er1,em_off_er1,ER1 Offshore Emergent Marsh
cuberasnapper,latejuvenile,est,sav,er1,sav_est_er1,ER1 Estuarine SAV
cuberasnapper,latejuvenile,est,mangrove,er1,mangrove_est_er1,ER1 Estuarine Mangrove
cuberasnapper,latejuvenile,est,em,er1,em_est_er1,ER1 Estuarine Emergent Marsh
cuberasnapper,latejuvenile,near,sav,er1,sav_near_er1,ER1 Nearshore SAV
cuberasnapper,latejuvenile,near,mangrove,er1,mangrove_near_er1,ER1 Nearshore Mangrove
cuberasnapper,latejuvenile,near,em,er1,em_near_er1,ER1 Nearshore Emergent Marsh
cuberasnapper,latejuvenile,off,sav,er1,sav_off_er1,ER1 Offshore SAV
cuberasnapper,latejuvenile,off,mangrove,er1,mangrove_off_er1,ER1 Offshore Mangrove
cuberasnapper,latejuvenile,off,em,er1,em_off_er1,ER1 Offshore Emergent Marsh
cuberasnapper,adult,near,mangrove,er1,mangrove_near_er1,ER1 Nearshore Mangrove
cuberasnapper,adult,off,mangrove,er1,mangrove_off_er1,ER1 Offshore Mangrove
cuberasnapper,adult,off,hb,er1,hb_off_er1,ER1 Offshore Hard Bottom
cuberasnapper,spawningadult,near,shelf,er1,shelf_near_er1,ER1 Nearshore Shelf/Slope Edge
cuberasnapper,spawningadult,near,hb,er1,hb_near_er1,ER1 Nearshore Hard Bottom
cuberasnapper,spawningadult,off,shelf,er1,shelf_off_er1,ER1 Offshore Shelf/Slope Edge
cuberasnapper,spawningadult,off,hb,er1,hb_off_er1,ER1 Offshore Hard Bottom
gaggrouper,egg,,,,,
gaggrouper,larvae,,,,,
gaggrouper,postlarvae,,,,,
gaggrouper,earlyjuvenile,est,sav,er1,sav_est_er1,ER1 Estuarine SAV
gaggrouper,earlyjuvenile,est,sav,er2,sav_est_er2,ER2 Estuarine SAV
gaggrouper,earlyjuvenile,est,sav,er3,sav_est_er3,ER3 Estuarine SAV
gaggrouper,earlyjuvenile,est,mangrove,er1,mangrove_est_er1,ER1 Estuarine Mangrove
gaggrouper,earlyjuvenile,est,mangrove,er2,mangrove_est_er2,ER2 Estuarine Mangrove
gaggrouper,earlyjuvenile,est,mangrove,er3,mangrove_est_er3,ER3 Estuarine Mangrove
gaggrouper,earlyjuvenile,near,sav,er1,sav_near_er1,ER1 Nearshore SAV
gaggrouper,earlyjuvenile,near,sav,er2,sav_near_er2,ER2 Nearshore SAV
gaggrouper,earlyjuvenile,near,sav,er3,sav_near_er3,ER3 Nearshore SAV
gaggrouper,earlyjuvenile,near,mangrove,er1,mangrove_near_er1,ER1 Nearshore Mangrove
gaggrouper,earlyjuvenile,near,mangrove,er2,mangrove_near_er2,ER2 Nearshore Mangrove
gaggrouper,earlyjuvenile,near,mangrove,er3,mangrove_near_er3,ER3 Nearshore Mangrove
gaggrouper,latejuvenile,est,sav,er1,sav_est_er1,ER1 Estuarine SAV
gaggrouper,latejuvenile,est,sav,er2,sav_est_er2,ER2 Estuarine SAV
gaggrouper,latejuvenile,est,sav,er3,sav_est_er3,ER3 Estuarine SAV
gaggrouper,latejuvenile,est,sav,er4,sav_est_er4,ER4 Estuarine SAV
gaggrouper,latejuvenile,est,mangrove,er1,mangrove_est_er1,ER1 Estuarine Mangrove
gaggrouper,latejuvenile,est,mangrove,er2,mangrove_est_er2,ER2 Estuarine Mangrove
gaggrouper,latejuvenile,est,mangrove,er3,mangrove_est_er3,ER3 Estuarine Mangrove
gaggrouper,latejuvenile,est,mangrove,er4,mangrove_est_er4,ER4 Estuarine Mangrove
gaggrouper,latejuvenile,est,hb,er1,hb_est_er1,ER1 Estuarine Hard Bottom
gaggrouper,latejuvenile,est,hb,er2,hb_est_er2,ER2 Estuarine Hard Bottom
gaggrouper,latejuvenile,est,hb,er3,hb_est_er3,ER3 Estuarine Hard Bottom
gaggrouper,latejuvenile,est,hb,er4,hb_est_er4,ER4 Estuarine Hard Bottom
gaggrouper,latejuvenile,near,sav,er1,sav_near_er1,ER1 Nearshore SAV
gaggrouper,latejuvenile,near,sav,er2,sav_near_er2,ER2 Nearshore SAV
gaggrouper,latejuvenile,near,sav,er3,sav_near_er3,ER3 Nearshore SAV
gaggrouper,latejuvenile,near,sav,er4,sav_near_er4,ER4 Nearshore SAV
gaggrouper,latejuvenile,near,mangrove,er1,mangrove_near_er1,ER1 Nearshore Mangrove
gaggrouper,latejuvenile,near,mangrove,er2,mangrove_near_er2,ER2 Nearshore Mangrove
gaggrouper,latejuvenile,near,mangrove,er3,mangrove_near_er3,ER3 Nearshore Mangrove
gaggrouper,latejuvenile,near,mangrove,er4,mangrove_near_er4,ER4 Nearshore Mangrove
gaggrouper,latejuvenile,near,hb,er1,hb_near_er1,ER1 Nearshore Hard Bottom
gaggrouper,latejuvenile,near,hb,er2,hb_near_er2,ER2 Nearshore Hard Bottom
gaggrouper,latejuvenile,near,hb,er3,hb_near_er3,ER3 Nearshore Hard Bottom
gaggrouper,latejuvenile,near,hb,er4,hb_near_er4,ER4 Nearshore Hard Bottom
gaggrouper,latejuvenile,off,sav,er1,sav_off_er1,ER1 Offshore SAV
gaggrouper,latejuvenile,off,sav,er2,sav_off_er2,ER2 Offshore SAV
gaggrouper,latejuvenile,off,sav,er3,sav_off_er3,ER3 Offshore SAV
gaggrouper,latejuvenile,off,sav,er4,sav_off_er4,ER4 Offshore SAV
gaggrouper,latejuvenile,off,mangrove,er1,mangrove_off_er1,ER1 Offshore Mangrove
gaggrouper,latejuvenile,off,mangrove,er2,mangrove_off_er2,ER2 Offshore Mangrove
gaggrouper,latejuvenile,off,mangrove,er3,mangrove_off_er3,ER3 Offshore Mangrove
gaggrouper,latejuvenile,off,mangrove,er4,mangrove_off_er4,ER4 Offshore Mangrove
gaggrouper,latejuvenile,off,hb,er1,hb_off_er1,ER1 Offshore Hard Bottom
gaggrouper,latejuvenile,off,hb,er2,hb_off_er2,ER2 Offshore Hard Bottom
gaggrouper,latejuvenile,off,hb,er3,hb_off_er3,ER3 Offshore Hard Bottom
gaggrouper,latejuvenile,off,hb,er4,hb_off_er4,ER4 Offshore Hard Bottom
gaggrouper,adult,near,hb,er1,hb_near_er1,ER1 Nearshore Hard Bottom
gaggrouper,adult,near,hb,er2,hb_near_er2,ER2 Nearshore Hard Bottom
gaggrouper,adult,near,hb,er3,hb_near_er3,ER3 Nearshore Hard Bottom
gaggrouper,adult,near,hb,er4,hb_near_er4,ER4 Nearshore Hard Bottom
gaggrouper,adult,near,hb,er5,hb_near_er5,ER5 Nearshore Hard Bottom
gaggrouper,adult,off,hb,er1,hb_off_er1,ER1 Offshore Hard Bottom
gaggrouper,adult,off,hb,er2,hb_off_er2,ER2 Offshore Hard Bottom
gaggrouper,adult,off,hb,er3,hb_off_er3,ER3 Offshore Hard Bottom
gaggrouper,adult,off,hb,er4,hb_off_er4,ER4 Offshore Hard Bottom
gaggrouper,adult,off,hb,er5,hb_off_er5,ER5 Offshore Hard Bottom
gaggrouper,spawningadult,near,shelf,er1,shelf_near_er1,ER1 Nearshore Shelf/Slope Edge
gaggrouper,spawningadult,near,shelf,er2,shelf_near_er2,ER2 Nearshore Shelf/Slope Edge
gaggrouper,spawningadult,near,shelf,er3,shelf_near_er3,ER3 Nearshore Shelf/Slope Edge
gaggrouper,spawningadult,near,shelf,er4,shelf_near_er4,ER4 Nearshore Shelf/Slope Edge
gaggrouper,spawningadult,near,shelf,er5,shelf_near_er5,ER5 Nearshore Shelf/Slope Edge
gaggrouper,spawningadult,near,hb,er1,hb_near_er1,ER1 Nearshore Hard Bottom
gaggrouper,spawningadult,near,hb,er2,hb_near_er2,ER2 Nearshore Hard Bottom
gaggrouper,spawningadult,near,hb,er3,hb_near_er3,ER3 Nearshore Hard Bottom
gaggrouper,spawningadult,near,hb,er4,hb_near_er4,ER4 Nearshore Hard Bottom
gaggrouper,spawningadult,near,hb,er5,hb_near_er5,ER5 Nearshore Hard Bottom
gaggrouper,spawningadult,off,shelf,er1,shelf_off_er1,ER1 Offshore Shelf/Slope Edge
gaggrouper,spawningadult,off,shelf,er2,shelf_off_er2,ER2 Offshore Shelf/Slope Edge
gaggrouper,spawningadult,off,shelf,er3,shelf_off_er3,ER3 Offshore Shelf/Slope Edge
gaggrouper,spawningadult,off,shelf,er4,shelf_off_er4,ER4 Offshore Shelf/Slope Edge
gaggrouper,spawningadult,off,shelf,er5,shelf_off_er5,ER5 Offshore Shelf/Slope Edge
gaggrouper,spawningadult,off,hb,er1,hb_off_er1,ER1 Offshore Hard Bottom
gaggrouper,spawningadult,off,hb,er2,hb_off_er2,ER2 Offshore Hard Bottom
gaggrouper,spawningadult,off,hb,er3,hb_off_er3,ER3 Offshore Hard Bottom
gaggrouper,spawningadult,off,hb,er4,hb_off_er4,ER4 Offshore Hard Bottom
gaggrouper,spawningadult,off,hb,er5,hb_off_er5,ER5 Offshore Hard Bottom
goldfacetilefish,egg,,,,,
goldfacetilefish,larvae,,,,,
goldfacetilefish,postlarvae,,,,,
goldfacetilefish,earlyjuvenile,,,,,
goldfacetilefish,latejuvenile,,,,,
goldfacetilefish,adult,off,shelf,er2,shelf_off_er2,ER2 Offshore Shelf/Slope Edge
goldfacetilefish,adult,off,shelf,er3,shelf_off_er3,ER3 Offshore Shelf/Slope Edge
goldfacetilefish,adult,off,sb,er2,sb_off_er2,ER2 Offshore Soft Bottom
goldfacetilefish,adult,off,sb,er3,sb_off_er3,ER3 Offshore Soft Bottom
goldfacetilefish,spawningadult,,,,,
goliathgrouper,egg,,,,,
goliathgrouper,larvae,,,,,
goliathgrouper,postlarvae,near,mangrove,er1,mangrove_near_er1,ER1 Nearshore Mangrove
goliathgrouper,postlarvae,near,mangrove,er5,mangrove_near_er5,ER5 Nearshore Mangrove
goliathgrouper,earlyjuvenile,est,sav,er1,sav_est_er1,ER1 Estuarine SAV
goliathgrouper,earlyjuvenile,est,sav,er5,sav_est_er5,ER5 Estuarine SAV
goliathgrouper,earlyjuvenile,est,mangrove,er1,mangrove_est_er1,ER1 Estuarine Mangrove
goliathgrouper,earlyjuvenile,est,mangrove,er5,mangrove_est_er5,ER5 Estuarine Mangrove
goliathgrouper,earlyjuvenile,est,em,er1,em_est_er1,ER1 Estuarine Emergent Marsh
goliathgrouper,earlyjuvenile,est,em,er5,em_est_er5,ER5 Estuarine Emergent Marsh
goliathgrouper,earlyjuvenile,near,sav,er1,sav_near_er1,ER1 Nearshore SAV
goliathgrouper,earlyjuvenile,near,sav,er5,sav_near_er5,ER5 Nearshore SAV
goliathgrouper,earlyjuvenile,near,mangrove,er1,mangrove_near_er1,ER1 Nearshore Mangrove
goliathgrouper,earlyjuvenile,near,mangrove,er5,mangrove_near_er5,ER5 Nearshore Mangrove
goliathgrouper,earlyjuvenile,near,em,er1,em_near_er1,ER1 Nearshore Emergent Marsh
goliathgrouper,earlyjuvenile,near,em,er5,em_near_er5,ER5 Nearshore Emergent Marsh
goliathgrouper,latejuvenile,est,sav,er1,sav_est_er1,ER1 Estuarine SAV
goliathgrouper,latejuvenile,est,sav,er5,sav_est_er5,ER5 Estuarine SAV
goliathgrouper,latejuvenile,est,mangrove,er1,mangrove_est_er1,ER1 Estuarine Mangrove
goliathgrouper,latejuvenile,est,mangrove,er5,mangrove_est_er5,ER5 Estuarine Mangrove
goliathgrouper,latejuvenile,est,em,er1,em_est_er1,ER1 Estuarine Emergent Marsh
goliathgrouper,latejuvenile,est,em,er5,em_est_er5,ER5 Estuarine Emergent Marsh
goliathgrouper,latejuvenile,near,sav,er1,sav_near_er1,ER1 Nearshore SAV
goliathgrouper,latejuvenile,near,sav,er5,sav_near_er5,ER5 Nearshore SAV
goliathgrouper,latejuvenile,near,mangrove,er1,mangrove_near_er1,ER1 Nearshore Mangrove
goliathgrouper,latejuvenile,near,mangrove,er5,mangrove_near_er5,ER5 Nearshore Mangrove
goliathgrouper,latejuvenile,near,em,er1,em_near_er1,ER1 Nearshore Emergent Marsh
goliathgrouper,latejuvenile,near,em,er5,em_near_er5,ER5 Nearshore Emergent Marsh
